	0
reinforced	10
reinforcement	13
reiterated	10
reiterating	11
reject	6
rejected	8
rejecting	9
rejection	9
rejoice	7
rejoiced	8
rejoicing	9
rejoinder	9
rejoined	8
rekindled	9
relapses	8
relate	6
related	7
relates	7
relating	8
relation	8
relations	9
relationship	12
relative	8
relatively	10
relatives	9
relaxed	7
release	7
relent	6
relented	8
reliable	8
reliably	8
reliance	8
relics	6
relied	6
relief	6
relieve	7
relieved	8
relieving	9
religion	8
religionists	12
religions	9
religious	9
relinquish	10
relish	6
relished	8
reluctance	10
reluctant	9
reluctantly	11
rely	4
relying	7
remain	6
remainI	7
remainder	9
remained	8
remaining	9
remains	7
remark	6
remarkable	10
remarkably	10
remarked	8
remarking	9
remarks	7
remarkthat	10
remedy	6
remember	8
remembered	10
remembering	11
remembrance	11
remembrances	12
remind	6
reminded	8
reminding	9
reminds	7
reminiscence	12
reminiscenceeven	16
reminiscences	13
remnant	7
remnants	8
remonstrance	12
remonstrances	13
remonstrate	11
remonstrated	12
remonstrating	13
remorse	7
remorseless	11
remorselessly	13
remote	6
remoter	7
remotest	8
remounting	10
removal	7
remove	6
removed	7
removing	8
remunerative	12
renamed	7
rencontre	9
rend	4
render	6
rendered	8
rendering	9
renders	7
rending	7
renegades	9
renewal	7
renewed	7
renewing	8
renounce	8
renounced	9
renouncing	10
renown	6
renowned	8
rented	6
repaid	6
repair	6
repaired	8
repairing	9
repartees	9
repassing	9
repast	6
repeat	6
repeated	8
repeatedly	10
repeating	9
repeats	7
repel	5
repelled	8
repelling	9
repellingly	11
repels	6
repent	6
repentance	10
repentant	9
repented	8
repenting	9
repetition	10
repetitions	11
repine	6
repinebut	9
repined	7
repining	8
repinings	9
replace	7
replaced	8
replacement	11
replacing	9
replenish	9
replenished	11
replenishes	11
replete	7
replied	7
repliednothing	14
replies	7
reply	5
replying	8
report	6
reported	8
reporting	9
reports	7
repose	6
reposing	8
reprehensible	13
represent	9
representation	14
representations	15
represented	11
representing	12
represents	10
repress	7
repressed	9
repressing	10
reprimand	9
reproach	8
reproached	10
reproaches	10
reproachfully	13
reproof	7
reproofs	8
reptile	7
repugnance	10
repugnant	9
repulsed	8
repulses	8
repulsive	9
reputation	10
repute	6
reputed	7
request	7
requested	9
requester	9
requesting	10
require	7
required	8
requirements	12
requires	8
requirest	9
requiring	9
requisite	9
requisition	11
requited	8
reread	6
rescue	6
rescued	7
rescuing	8
research	8
researches	10
resemblance	11
resemblances	12
resemble	8
resembled	9
resembles	9
resembling	10
resent	6
resented	8
resentful	9
resentfully	11
resentment	10
resentments	11
reservation	11
reserve	7
reserved	8
reserves	8
reserving	9
reservoir	9
reservoirs	10
resided	7
residence	9
resident	8
resides	7
residing	8
residuary	9
residue	7
resign	6
resignation	11
resigned	8
resigning	9
resist	6
resistance	10
resisted	8
resisting	9
resolute	8
resolutely	10
resolution	10
resolve	7
resolved	8
resolvednor	11
resolves	8
resolving	9
resort	6
resorting	9
resounded	9
resounding	10
resounds	8
resource	8
respect	7
respectability	14
respectable	11
respectablelooking	18
respected	9
respectful	10
respectfully	12
respecting	10
respective	10
respectively	12
respects	8
respiration	11
respirations	12
respires	8
respite	7
resplendent	11
respond	7
responded	9
response	8
responses	9
responsibilities	16
responsible	11
rest	4
rested	6
resting	7
restless	8
restlessness	12
restoration	11
restore	7
restored	8
restores	8
restoring	9
restrain	8
restrained	10
restraint	9
restricted	10
restricting	11
restrictions	12
rests	5
restthere	9
result	6
resulting	9
results	7
resume	6
resumed	7
resuming	8
resurrection	12
resurrections	13
retail	6
retailing	9
retain	6
retained	8
retaining	9
retains	7
retaken	7
retaliate	9
retarded	8
retarding	9
retention	9
retentive	9
reticule	8
retire	6
retired	7
retirement	10
retires	7
retiring	8
retort	6
retrace	7
retraced	8
retracing	9
retreat	7
retreated	9
retreating	10
retreats	8
retribution	11
retrospections	14
retrospective	13
return	6
returnas	8
returne	7
returned	8
returning	9
returns	7
reuse	5
reveal	6
revealed	8
revealing	9
reveals	7
revelation	10
revelations	11
revelled	8
revellers	9
revelry	7
revels	6
revenge	7
revengeful	10
revenging	9
revenue	7
reverberating	13
reverberations	14
revered	7
reverence	9
reverenced	10
reverend	8
reverential	11
reverentially	13
reverie	7
reveries	8
reveriesstand	13
reveriestallied	15
reverse	7
reversed	8
reversing	9
reverting	9
revery	6
review	6
reviewed	8
revival	7
revive	6
revived	7
revivified	10
revolt	6
revolted	8
revolution	10
revolutions	11
revolve	7
revolved	8
revolves	8
revolving	9
revolvingly	11
revulsion	9
reward	6
rewarded	8
rex	3
reydansiskur	12
rheumatic	9
rhubarb	7
rhyme	5
rib	3
ribbed	6
ribbon	6
ribbons	7
ribby	5
ribends	7
ribs	4
ribsand	7
rich	4
richer	6
richly	6
richness	8
rickety	7
rid	3
ridden	6
riddle	6
riddles	7
riddlesI	8
ride	4
rider	5
rides	5
ridge	5
ridgepole	9
ridges	6
ridicule	8
ridiculing	10
ridiculous	10
riding	6
ridingwhips	11
rifle	5
rifled	6
rifles	6
rifleshot	9
rig	3
rigadig	7
rigged	6
rigger	6
riggers	7
rigging	7
riggingfor	10
right	5
rightI	6
rightangles	11
rightdown	9
righted	7
righteous	9
rightful	8
rightly	7
rightmindedness	15
rights	6
rightwhale	10
rigid	5
rigorous	8
rim	3
rimmed	6
rind	4
ring	4
ringbolt	8
ringbolts	9
ringed	6
ringing	7
ringleader	10
rings	5
rioting	7
riotous	7
riotously	9
riots	5
ripe	4
ripening	8
ripped	6
ripple	6
ripples	7
rippling	8
rips	4
ript	4
rise	4
risen	5
rises	5
riseyes	7
rising	6
risings	7
risk	4
risked	6
risks	5
rites	5
rituals	7
rival	5
rivallingly	11
rivals	6
river	5
rivercapitals	13
rivers	6
rivet	5
riveted	7
road	4
roads	5
roadside	8
roar	4
roared	6
roaring	7
roast	5
roasted	7
roastpig	8
rob	3
robbed	6
robbers	7
robe	4
robed	5
robes	5
robust	6
robustness	10
rock	4
rocked	6
rocket	6
rockets	7
rocking	7
rockings	8
rocks	5
rockslide	9
rocky	5
rod	3
rode	4
rodlike	7
rodmortal	9
rods	4
rogue	5
rogues	6
roll	4
rolled	6
rollicking	10
rolling	7
rollings	8
rolls	5
rolypoly	8
romantic	8
roods	5
roof	4
roofAloft	9
roofs	5
room	4
rooms	5
roomy	5
roostingplace	13
root	4
rooted	6
roots	5
rope	4
ropeladders	11
ropelike	8
ropemaker	9
ropes	5
ropewalks	9
ropeyarn	8
rose	4
rosebud	7
roses	5
rosesome	8
rosewater	9
rostrated	9
rosy	4
rosystrong	10
rot	3
rotation	8
rotten	6
rotund	6
rough	5
roughly	7
round	5
roundabout	10
rounded	7
rounder	7
roundhouse	10
rounding	8
roundingly	10
roundly	7
roundness	9
rounds	6
roundthought	12
roundwhen	9
roundyou	8
rouse	5
roused	6
rouses	6
rousing	7
rout	4
route	5
routed	6
routine	7
rover	5
roving	6
row	3
rowed	5
rowels	6
rowing	6
rowlock	7
rowlocks	8
rows	4
royal	5
royalmast	9
royals	6
royalties	9
royalty	7
rub	3
rubbed	6
rubbing	7
rubies	6
rubs	4
ruddy	5
rude	4
rudely	6
rudeness	8
rudimental	10
rueful	6
ruefully	8
ruffled	7
ruffles	7
rug	3
ruggedest	9
ruggedness	10
ruin	4
ruined	6
ruining	7
ruinous	7
ruins	5
rule	4
rulepointing	12
rulers	6
rules	5
ruling	6
rum	3
rumbled	7
rumbles	7
rumbling	8
ruminated	9
ruminating	10
rummaged	8
rumor	5
rumors	6
rumours	7
rumpled	7
run	3
runaway	7
running	7
runs	4
ruptured	8
rural	5
rush	4
rushed	6
rushes	6
rushing	7
rushingand	10
rust	4
rustiness	9
rustle	6
rustles	7
rustling	8
rustlings	9
rusty	5
rustylooking	12
ruthless	8
s	1
sabbee	6
sabbeeyou	9
sable	5
sack	4
sacramental	11
sacred	6
sacredness	10
sacrifice	9
sacrificed	10
sacrificial	11
sacrilegious	12
sad	3
sadder	6
saddest	7
saddle	6
sadly	5
sadness	7
sadnessGive	11
safe	4
safely	6
safer	5
safest	6
safety	6
safetys	7
sagacious	9
sagaciously	11
sagacity	8
sage	4
sagged	6
said	4
saidAhab	8
saidCanst	9
saidClam	8
saidDid	7
saidI	5
saidOh	6
saidTake	8
saidYeve	8
saidfor	7
saidno	6
saidtherefore	13
saidyou	7
sail	4
sailboat	8
sailcloth	9
sailed	6
sailer	6
sailing	7
sailings	8
sailmakers	10
sailneedle	10
sailneedles	11
sailor	6
sailorbelt	10
sailorlike	10
sailors	7
sailorsavage	12
sails	5
sailsMalays	11
sailsaye	8
sailsstunsails	14
sailstunsail	12
saint	5
saints	6
saith	5
sake	4
sakeI	5
sakes	5
salad	5
salamander	10
salamed	7
saline	6
sallied	7
sallies	7
sallow	6
sally	5
sallyports	10
salmon	6
salmonlike	10
saloon	6
salt	4
saltcellar	10
salted	6
saltjunk	8
salts	5
saltsea	7
salutation	10
salutations	11
salute	6
saluted	7
salutes	7
salvation	9
same	4
sameness	8
sameno	6
samethe	7
samphire	8
sanctified	10
sanction	8
sanctioned	10
sanctity	8
sanctorum	9
sanctuary	9
sanctum	7
sand	4
sandhills	9
sandpaper	9
sands	5
sandwich	8
sane	4
sanely	6
sang	4
sanguinary	10
sanguine	8
sanity	6
sank	4
sap	3
sapling	7
saplings	8
sarcastic	9
sarmon	6
sartainty	9
sartin	6
sash	4
sashes	6
sashless	8
sat	3
sated	5
satiety	7
satin	5
satinlike	9
satins	6
satirical	9
satirizing	10
satisfaction	12
satisfactions	13
satisfactorily	14
satisfactory	12
satisfied	9
satisfiedand	12
satisfy	7
satisfying	10
sauce	5
saucepans	9
saucers	7
saucy	5
sauntering	10
savage	6
savagea	7
savageness	10
savagery	8
savages	7
savagethis	10
savannas	8
save	4
saved	5
saves	5
saving	6
savor	5
savory	6
savours	7
savoury	7
saw	3
sawand	6
sawed	5
sawfish	7
sawlightning	12
sawn	4
saws	4
sawst	5
sawthou	7
sawwhy	6
say	3
sayI	4
sayLook	7
sayOh	5
sayThis	7
sayWe	5
sayeh	5
sayen	5
sayest	6
sayhere	7
sayholding	10
saying	6
sayof	5
says	4
saysHands	9
sayshe	6
sayssings	9
sayst	5
saysthe	7
saythats	8
saythere	8
sayto	5
sayworse	8
sayye	5
scabbards	9
scalding	8
scale	5
scaled	6
scales	6
scalloped	9
scalping	8
scalpknot	9
scamp	5
scampering	10
scan	4
scandalous	10
scanned	7
scanning	8
scant	5
scar	4
scaramouch	10
scarce	6
scarcely	8
scarcity	8
scare	5
scarecrow	9
scared	6
scarf	5
scarfing	8
scarlet	7
scarred	7
scarry	6
scars	5
scatter	7
scattered	9
scene	5
sceneIts	8
scenery	7
scenes	6
scenesdoes	10
scent	5
scentless	9
scepter	7
sceptical	9
scepticism	10
sceptre	7
scheme	6
schemes	7
scheming	8
scholar	7
scholars	8
school	6
schoolboy	9
schoolboys	10
schoolmaster	12
schoolmasters	13
schools	7
schooner	8
schooners	9
science	7
sciences	8
scientific	10
scimetars	9
scimetarshaped	14
scold	5
scolded	7
scolding	8
scolds	6
scolloped	9
sconces	7
scooped	7
scoot	5
scope	5
scorch	6
scorched	8
scorches	8
scorching	9
scorchingly	11
score	5
scores	6
scoria	6
scorn	5
scorned	7
scornest	8
scornful	8
scornfully	10
scougin	7
scoundrel	9
scoured	7
scout	5
scouts	6
scowl	5
scowled	7
scraggy	7
scramble	8
scrambled	9
scrape	6
scraped	7
scraping	8
scrapings	9
scraps	6
scratch	7
scratched	9
scratches	9
scratching	10
scrawlwhats	11
scream	6
screamed	8
screaming	9
screams	7
screen	6
screens	7
screw	5
screwdriver	11
screwdrivers	12
screwed	7
screweddown	11
screwing	8
screws	6
scrimps	7
scroll	6
scrolled	8
scrolls	7
scrouge	7
scrubbed	8
scruple	7
scrupled	8
scruples	8
scrupulous	10
scrupulously	12
scrutinize	10
scrutinized	11
scrutinizing	12
scrutiny	8
scud	4
scuffling	9
sculpture	9
sculptured	10
sculptures	10
scupperholes	12
scuppers	8
scuttle	7
scuttlebutt	11
scuttling	9
scythes	7
scythesthough	13
sea	3
seaParisians	12
seabathing	10
seaboots	8
seacaptain	10
seacaptains	11
seachariot	10
seachest	8
seacoal	7
seacoast	8
seacommanders	13
seacrashing	11
seacustom	9
seadogs	7
seafarings	10
seafight	8
seafor	6
seafowl	7
seafowls	8
seagods	7
seagoing	8
seagudgeon	10
seahawks	8
seahorse	8
seais	5
seaivory	8
seaking	7
seal	4
sealife	7
sealine	7
sealion	7
sealoving	9
seals	5
sealskin	8
seam	4
seaman	6
seamans	7
seamark	7
seamen	6
seamless	8
seamonster	10
seamonsters	11
seams	5
seaofficers	11
seaoutfit	9
seapastures	11
seapeasant	10
seaport	7
searavens	9
search	6
searches	8
searching	9
searchingly	11
seas	4
seasalt	7
seasentire	10
seashell	8
seashells	9
seashore	8
seasickgrow	11
seaside	7
seasofa	7
season	6
seasonable	10
seasoned	8
seasoning	9
seasons	7
seastorm	8
seat	4
seataste	8
seated	6
seaterms	8
seating	7
seatoss	7
seatraditions	13
seats	5
seaunicorns	11
seausages	9
seavultures	11
seaward	7
seawater	8
seaweed	7
seawhat	7
secluded	8
secludedness	12
seclusion	9
second	6
seconded	8
secondhand	10
seconding	9
secondly	8
seconds	7
secrecy	7
secret	6
secretI	7
secreted	8
secretly	8
secrets	7
sect	4
section	7
secure	6
secured	7
securely	8
securing	8
securities	10
security	8
sed	3
sedate	6
sedateness	10
sedentary	9
seducing	8
seduction	9
seductive	9
see	3
seePosted	9
seeavast	8
seed	4
seehow	6
seeing	6
seek	4
seekest	7
seeking	7
seeks	5
seem	4
seemed	6
seeming	7
seemingly	9
seemly	6
seems	5
seemsaye	8
seemst	6
seen	4
seenMoby	8
seenmount	9
seennight	9
seenthis	8
seer	4
sees	4
seeshall	8
seesharp	8
seest	5
seethe	6
seethed	7
seething	8
seethingly	10
seethings	9
seewanted	9
segment	7
seignories	10
seize	5
seized	6
seizing	7
seizings	8
seizure	7
seldom	6
select	6
selected	8
selectest	9
selecting	9
selection	9
self	4
selfadjusting	13
selfassumed	11
selfattracted	13
selfcollected	13
selfcollectedness	17
selfcommand	11
selfcomplacency	15
selfcomplacent	14
selfconceit	11
selfcondemning	14
selfconquest	12
selfconsequence	15
selfconsuming	13
selfcontaining	14
selfcreated	11
selfdeception	13
selfdenial	10
selfdenying	11
selfdestined	12
selfesteem	10
selfgratulation	15
selfimportance	14
selfimposed	11
selfish	7
selfishness	11
selfpossessed	13
selfreproach	12
selfsame	8
selfsufficiency	15
selfwilled	10
sell	4
sellin	6
selling	7
sells	5
selves	6
semblance	9
semicircle	10
semicircular	12
semicrescentic	14
semiintelligent	15
seminal	7
seminaries	10
semisciences	12
semivisible	11
semiweekly	10
senate	6
send	4
sending	7
sends	5
senior	6
seniority	9
seniors	7
sennight	8
sensation	9
sensations	10
sense	5
senseless	9
senses	6
sensibility	11
sensible	8
sensibly	8
sensitive	9
sent	4
sentence	8
sentences	9
sentiment	9
sentimental	11
sentimentalist	14
sentimentally	13
sentiments	10
sentinel	8
sentinelled	11
sentinels	9
sentry	6
sentrybox	9
separable	9
separate	8
separated	9
separately	10
separates	9
separating	10
separation	10
sepulchral	10
sepulchre	9
sequel	6
sequential	10
serene	6
serenely	8
sereneness	10
serenity	8
serfs	5
series	6
serious	7
seriously	9
sermon	6
sermonizings	12
sermonmaking	12
sermons	7
serpent	7
serpentine	10
serpentines	11
serpents	8
serpentsnapping	15
serried	7
servant	7
servants	8
serve	5
served	6
serves	6
service	7
serviceable	11
serviceand	10
servicedont	11
services	8
servile	7
servility	9
serving	7
set	3
setall	6
setdowns	8
sets	4
settee	6
settees	7
setting	7
settle	6
settled	7
settledhe	9
settlement	10
settlements	11
settlers	8
settling	8
seven	5
sevenbut	8
sevenfold	9
sevenstoried	12
seventeenth	11
seventh	7
seventy	7
seventyfive	11
seventyfour	11
seventyfours	12
seventyseven	12
seventyseventh	14
seventytwo	10
several	7
severe	6
severed	7
severely	8
severest	8
severity	8
severs	6
sewing	6
sex	3
sexes	5
shabbiest	9
shabbily	8
shabby	6
shad	4
shadbellied	11
shade	5
shaded	6
shadeowing	10
shades	6
shadiest	8
shading	7
shadings	8
shadow	6
shadowed	8
shadows	7
shadowy	7
shady	5
shaft	5
shafts	6
shagginess	10
shaggy	6
shake	5
shaken	6
shakes	6
shaking	7
shall	5
shallOh	7
shallops	8
shallow	7
shallowest	10
shallows	8
shalt	5
shamble	7
shambling	9
shame	5
shameful	8
shameless	9
shank	5
shant	5
shape	5
shaped	6
shapes	6
shaping	7
share	5
shared	6
sharers	7
shares	6
sharing	7
shark	5
sharkbone	9
sharked	7
sharkhe	7
sharkish	8
sharks	6
sharksa	7
sharkskin	9
sharkwhite	10
sharp	5
sharpaint	9
sharpedged	10
sharpen	7
sharpened	9
sharpening	10
sharper	7
sharpest	8
sharply	7
sharppointed	12
shattered	9
shave	5
shaved	6
shavings	8
shawl	5
she	3
shears	6
sheath	6
sheathed	8
sheathing	9
sheathknife	11
sheaths	7
sheaved	7
sheaves	7
shed	4
sheds	5
sheep	5
sheepfold	9
sheephead	9
sheepishly	10
sheeps	6
sheepshearing	13
sheer	5
sheered	7
sheering	8
sheet	5
sheeted	7
sheetiron	9
sheets	6
sheetshelm	10
shelf	5
shelflike	9
shell	5
shellfish	9
shells	6
sheltered	9
shelves	7
shepherds	9
sherbet	7
shes	4
shew	4
shewed	6
shield	6
shields	7
shift	5
shifted	7
shifting	8
shiftings	9
shilling	8
shillings	9
shinbones	9
shinbonewhy	11
shindy	6
shine	5
shines	6
shingled	8
shinglewill	11
shining	7
shiningly	9
shiny	5
ship	4
shipI	5
shipa	5
shipas	6
shipbiscuit	11
shipboard	9
shipboardyet	12
shipcarpenters	14
shipforgetful	13
shipkeeper	10
shipkeepers	11
shipkeepersthat	15
shipload	8
shipmaster	10
shipmate	8
shipmates	9
shipowners	10
shipped	7
shipping	8
ships	5
shipscrier	10
shipwell	8
shipwhere	9
shipwhich	9
shipwidows	10
shipwrecked	11
shipwrecks	10
shipyards	9
shire	5
shirr	5
shirrbut	8
shirt	5
shirts	6
shiver	6
shiverHow	9
shivered	8
shivering	9
shiverings	10
shivers	7
shoal	5
shoaling	8
shoals	6
shock	5
shocked	7
shocking	8
shocks	6
shoe	4
shoeless	8
shoemakers	10
shoeroses	9
shoes	5
shone	5
shook	5
shooks	6
shoot	5
shooting	8
shoots	6
shootsto	8
shop	4
shopboy	7
shopping	8
shops	5
shore	5
shored	6
shoreless	9
shores	6
short	5
shorten	7
shortened	9
shorter	7
shortest	8
shorthandled	12
shortly	7
shortness	9
shortsighted	12
shortwarp	9
shortwarpthe	12
shot	4
should	6
shoulder	8
shoulderCook	12
shoulderblades	14
shouldered	10
shouldering	11
shoulders	9
shouldnt	8
shouldst	8
shout	5
shouted	7
shoutedNo	9
shoutedSail	11
shouting	8
shouts	6
shoved	6
shovel	6
shovels	7
shoving	7
show	4
showed	6
shower	6
showers	7
showest	7
showing	7
shown	5
shows	5
shreds	6
shrewdness	10
shrewish	8
shriek	6
shriekThe	9
shrieked	8
shrieking	9
shrieks	7
shrill	6
shrimp	6
shrine	6
shrines	7
shrink	6
shrinked	8
shrinking	9
shrivel	7
shrivelled	10
shroud	6
shrouded	8
shrouds	7
shrubbery	9
shrubs	6
shrug	5
shrunk	6
shrunken	8
shudder	7
shuddered	9
shuddering	10
shudderingly	12
shudderings	11
shuffling	9
shun	4
shunned	7
shunning	8
shut	4
shuts	5
shutterhands	12
shutters	8
shuttle	7
shuttlecock	11
shy	3
shyness	7
si	2
sich	4
sick	4
sickleshaped	12
sickly	6
sickness	8
side	4
sideabout	9
sideall	7
sideboard	9
sidecoincident	14
sided	5
sidefins	8
sideglass	9
sideladder	10
sidelight	9
sideline	8
sidelingly	10
sidelong	8
sidelongrushing	15
sidelunging	11
sidemany	8
sidepocket	10
sides	5
sidescreen	10
sidestep	8
sideway	7
sideways	8
siding	6
sieve	5
sigh	4
sighed	6
sighs	5
sight	5
sighted	7
sighting	8
sightlowering	13
sights	6
sighttubes	10
sign	4
signal	6
signals	7
signed	6
signers	7
significance	12
significant	11
significantly	13
signification	13
signifies	9
signifiesGod	12
signify	7
signifying	10
signing	7
signpainters	12
signs	5
signthe	7
silence	7
silenced	8
silences	8
silent	6
silently	8
silhouettes	11
silk	4
silken	6
silks	5
silkworm	8
sill	4
silliest	8
silly	5
silver	6
silverSo	8
silverbeaters	13
silverspoons	12
silvery	7
similar	7
similarity	10
similarly	9
similitude	10
simpered	8
simpers	7
simple	6
simplest	8
simpleton	9
simplewitted	12
simplicity	10
simply	6
simplyparticularly	18
simultaneous	12
simultaneously	14
simultaneousness	16
sin	3
since	5
sinceas	7
sincere	7
sincerely	9
sincerity	9
sinecure	8
sinecures	9
sinew	5
sinewing	8
sinews	6
sinful	6
sing	4
singed	6
singing	7
single	6
singled	7
singlesheaved	13
singling	8
sings	5
singsong	8
singular	8
singularly	10
sinister	8
sink	4
sinker	6
sinking	7
sinks	5
sinned	6
sinner	6
sinners	7
sinning	7
sipping	7
sips	4
sir	3
sirAside	8
sirI	4
sirSoon	7
sire	4
sires	5
sirhearts	9
sirremoving	11
sirsaid	7
sirstraight	11
sirto	5
sirtoo	6
sirwhere	8
sister	6
sisterinlaw	11
sisterly	8
sisters	7
sistersthey	11
sit	3
site	4
sites	5
sits	4
sitteth	7
sittin	6
sitting	7
sittingroom	11
sittingrooms	12
situated	8
situation	9
six	3
sixandthirty	12
sixbarrel	9
sixbarreler	11
sixinch	7
sixpence	8
sixteen	7
sixteenfortyfive	16
sixteenth	9
sixth	5
sixty	5
sixtyfive	9
sixtyfour	9
size	4
sized	5
sizes	5
skeleton	8
skeletonbrushed	15
skeletons	9
sketch	6
sketches	8
sketching	9
skewer	6
skewered	8
skewers	7
skies	5
skiff	5
skilful	7
skilfully	9
skill	5
skimming	8
skims	5
skin	4
skins	5
skipper	7
skippers	8
skirra	6
skirt	5
skirting	8
skirts	6
skittishly	10
skrimmage	9
skrimshander	12
skrimshandering	15
skulking	8
skulks	6
skull	5
skulls	6
skullsthe	9
skullthat	9
sky	3
skyborn	7
skyhawk	7
skylarking	10
skylight	8
skyluridlike	12
skysail	7
skysailpoles	12
slabs	5
slack	5
slackbecause	12
slacked	7
slacken	7
slackened	9
slacking	8
slain	5
slamming	8
slanderin	9
slanderous	10
slanting	8
slantingly	10
slantings	9
slap	4
slapped	7
slappin	7
slapping	8
slash	5
slashing	8
slate	5
slates	6
slats	5
slatternly	10
slaughter	9
slaughtered	11
slave	5
slavery	7
slaves	6
slavish	7
slay	4
sledge	6
sledgehammering	15
sledlike	8
sleek	5
sleep	5
sleepaye	8
sleepe	6
sleeper	7
sleepers	8
sleepiest	9
sleepily	8
sleeping	8
sleepingpartner	15
sleepingtime	12
sleepless	9
sleeplessness	13
sleeps	6
sleepy	6
sleet	5
sleeves	7
sleight	7
sleights	8
slender	7
slept	5
slew	4
slewed	6
slewing	7
slews	5
slice	5
slices	6
slicings	8
slid	4
slide	5
slided	6
slides	6
sliding	7
slight	6
slighted	8
slighter	8
slightest	9
slightingly	11
slightly	8
slights	7
slily	5
slim	4
slime	5
sling	5
slink	5
slip	4
slipped	7
slippered	9
slipperiness	12
slippering	10
slippery	8
slipping	8
slips	5
slipshod	8
slipt	5
slit	4
slithy	6
slits	5
slobgollion	11
slogan	6
sloop	5
sloopofwar	10
slope	5
sloped	6
slopes	6
sloping	7
slopingly	9
slouched	8
slouching	9
slow	4
slower	6
slowly	6
slowlyand	9
slowmatch	9
slowness	8
slowpacing	10
sluggish	8
sluggishly	10
slumber	7
slumberers	10
slumbering	10
slumbers	8
slung	5
slunk	5
sly	3
slyhe	5
slyness	7
smack	5
smackin	7
smacking	8
smackingly	10
smacks	6
small	5
smallat	7
smalle	6
smaller	7
smallest	8
smallheaded	11
smallness	9
smallpox	8
smart	5
smeer	5
smell	5
smelling	8
smells	6
smelt	5
smile	5
smiled	6
smiles	6
smiling	7
smilingly	9
smirks	6
smite	5
smites	6
smithies	8
smiting	7
smitten	7
smoke	5
smoked	6
smokers	7
smokes	6
smoking	7
smoky	5
smooth	6
smoothe	7
smoothed	8
smoothly	8
smote	5
smothered	9
smothering	10
smugglers	9
smuggling	9
snail	5
snake	5
snakes	6
snaky	5
snap	4
snapped	7
snapping	8
snaps	5
snapspring	10
snare	5
snarlswhen	10
snatch	6
snatched	8
snatches	8
snatching	9
sneak	5
sneaking	8
sneaks	6
sneer	5
sneering	8
sneeze	6
sneezes	7
sneezesFROG	11
sneezesbless	12
sneezeswhy	10
sneezesyes	10
sneezing	8
snooze	6
snoozing	8
snore	5
snored	6
snoring	7
snort	5
snorting	8
snortings	9
snorts	6
snow	4
snowcaps	8
snowflake	9
snowhill	8
snowhowdahed	12
snowline	8
snows	5
snowsa	6
snowshoes	9
snowslide	9
snowstormlandlord	17
snowwhite	9
snowy	5
snuffbox	8
snuffed	7
snuffers	8
snuffing	8
snuffling	9
snug	4
snugly	6
snugness	8
so	2
soIs	4
soak	4
soaked	6
soand	5
soap	4
soapstone	9
soar	4
soars	5
sob	3
sobbing	7
sobbings	8
sober	5
soberly	7
sobriety	8
sobs	4
sobut	5
socalled	8
sociable	8
sociableand	11
sociably	8
social	6
socially	8
societies	9
society	7
socket	6
sockets	7
socks	5
socksin	7
sod	3
soever	6
sofa	4
sofas	5
soft	4
soften	6
softened	8
softener	8
softest	7
softly	6
softness	8
softtoed	8
sog	3
sogger	6
soggy	5
sohe	4
soil	4
soils	5
soilwhen	8
sojourning	10
solace	6
solaced	7
solaces	7
solar	5
sold	4
soldadoes	9
soldiers	8
sole	4
solecism	8
solely	6
solemn	6
solemnity	9
solemnly	8
soles	5
solicit	7
solicitation	12
solicited	9
soliciting	10
solicitously	12
solicitude	10
solicitudes	11
solid	5
solidity	8
soliloquized	12
soliloquizer	12
soliloquizes	12
soliloquizing	13
solitaries	10
solitary	8
solitude	8
solitudes	9
solo	4
solus	5
solve	5
solved	6
some	4
somebody	8
somebodys	9
somehow	7
someone	7
somersault	10
somerset	8
something	9
somethinga	10
somethingonly	13
sometimes	9
somewhat	8
somewhatit	10
somewhere	9
somewherecome	13
somewhereto	11
somnambulisms	13
somnambulistic	14
son	3
song	4
songs	5
songster	8
soninlaw	8
sonnet	6
sonorous	8
sons	4
sonsinlaw	9
soon	4
sooner	6
soonest	7
soot	4
sooth	5
soothe	6
soothed	7
soothes	7
soothing	8
soothingly	10
sooty	5
sorcery	7
sordid	6
sordidness	10
sore	4
sorely	6
sorrow	6
sorrowful	9
sorrows	7
sorry	5
sorryyou	8
sort	4
sorts	5
sothe	5
sought	6
soul	4
soulRad	7
soulbolts	9
soulless	8
souls	5
sound	5
sounded	7
soundest	8
sounding	8
soundingboard	13
soundings	9
sounds	6
soup	4
sour	4
source	6
sourceless	10
sources	7
soused	6
south	5
southeastward	13
southerly	9
southern	8
southward	9
southwards	10
southwherever	13
souwester	9
sovereign	9
sovereignest	12
sow	3
sowhich	7
sown	4
soyesoh	7
space	5
spaces	6
spacious	8
spaciousness	12
spade	5
spademan	8
spademans	9
spadepole	9
spades	6
spadestill	10
spake	5
span	4
spangled	8
spangling	9
spanned	7
spans	5
spar	4
spare	5
spared	6
sparing	7
spark	5
sparkled	8
sparkling	9
sparks	6
spars	5
spasmodic	9
spasmodically	13
spasms	6
spat	4
spavined	8
spawned	7
speak	5
speakAye	8
speakand	8
speake	6
speaker	7
speakest	8
speaking	8
speakingstating	15
speakone	8
speaks	6
spear	5
spearings	9
spearpaddle	11
spears	6
special	7
specialities	12
specially	9
specialties	11
species	7
specific	8
specifically	12
specified	9
specimen	8
specimens	9
speckled	8
spectacle	9
spectacles	10
spectral	8
spectrally	10
spectralness	12
spectre	7
